starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 26 12:56:18 2022	1643172978	10	561	571	167
Wed Jan 26 12:56:16 2022	1643172976	5	566	571	80
Wed Jan 26 12:56:16 2022	1643172976	6	565	571	80
Wed Jan 26 12:56:16 2022	1643172976	13	559	571	110
Wed Jan 26 12:56:15 2022	1643172975	5	566	571	68
Wed Jan 26 12:56:17 2022	1643172977	3	568	571	122
Wed Jan 26 12:56:17 2022	1643172977	3	569	572	122
Wed Jan 26 12:56:22 2022	1643172982	7	565	572	207
Wed Jan 26 12:56:20 2022	1643172980	20	552	572	116
Wed Jan 26 12:56:16 2022	1643172976	6	566	572	77
Wed Jan 26 12:56:16 2022	1643172976	4	567	572	64
Wed Jan 26 12:56:18 2022	1643172978	9	563	572	131
Wed Jan 26 12:56:16 2022	1643172976	6	566	572	120
Wed Jan 26 12:56:13 2022	1643172973	11	561	572	52
Wed Jan 26 12:56:20 2022	1643172980	44	528	572	103
Wed Jan 26 12:56:16 2022	1643172976	4	568	572	78
Wed Jan 26 12:56:17 2022	1643172977	22	550	572	119
Wed Jan 26 12:56:17 2022	1643172977	10	562	572	126
Wed Jan 26 12:56:13 2022	1643172973	4	569	573	89
Wed Jan 26 12:56:23 2022	1643172983	5	568	573	85
Wed Jan 26 12:56:17 2022	1643172977	7	566	573	104
Wed Jan 26 12:56:17 2022	1643172977	20	552	573	112
Wed Jan 26 12:56:16 2022	1643172976	6	567	573	78
Wed Jan 26 12:56:20 2022	1643172980	7	565	573	96
Wed Jan 26 12:56:15 2022	1643172975	11	562	573	164
Wed Jan 26 12:56:16 2022	1643172976	10	563	573	70
Wed Jan 26 12:56:20 2022	1643172980	22	551	573	87
Wed Jan 26 12:56:15 2022	1643172975	8	565	573	80
Wed Jan 26 12:56:19 2022	1643172979	4	569	573	126
Wed Jan 26 12:56:15 2022	1643172975	10	564	573	68
Wed Jan 26 12:56:20 2022	1643172980	47	527	573	103
Wed Jan 26 12:56:16 2022	1643172976	5	569	574	77
Wed Jan 26 12:56:21 2022	1643172981	16	558	574	107
Wed Jan 26 12:56:16 2022	1643172976	8	565	574	64
Wed Jan 26 12:56:16 2022	1643172976	10	563	574	117
Wed Jan 26 12:56:21 2022	1643172981	17	557	574	107
Wed Jan 26 12:56:16 2022	1643172976	13	561	574	70
Wed Jan 26 12:56:13 2022	1643172973	4	570	574	60
Wed Jan 26 12:56:15 2022	1643172975	19	555	574	138
Wed Jan 26 12:56:20 2022	1643172980	25	549	574	133
Wed Jan 26 12:56:20 2022	1643172980	21	553	574	87
Wed Jan 26 12:56:16 2022	1643172976	38	536	574	108
Wed Jan 26 12:56:17 2022	1643172977	14	561	574	143
Wed Jan 26 12:56:15 2022	1643172975	26	549	575	80
Wed Jan 26 12:56:18 2022	1643172978	16	559	575	96
Wed Jan 26 12:56:17 2022	1643172977	11	564	575	105
Wed Jan 26 12:56:16 2022	1643172976	3	572	575	77
Wed Jan 26 12:56:16 2022	1643172976	2	573	575	95
Wed Jan 26 12:56:16 2022	1643172976	5	570	575	87
Wed Jan 26 12:56:20 2022	1643172980	12	563	575	151
