starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 26 01:23:55 2022	1643131435	11	610	621	87
Wed Jan 26 01:23:55 2022	1643131435	6	615	621	94
Wed Jan 26 01:23:52 2022	1643131432	19	602	621	128
Wed Jan 26 01:23:52 2022	1643131432	41	580	621	169
Wed Jan 26 01:23:52 2022	1643131432	26	595	622	133
Wed Jan 26 01:23:52 2022	1643131432	14	607	622	133
Wed Jan 26 01:23:55 2022	1643131435	18	604	622	64
Wed Jan 26 01:23:54 2022	1643131434	9	613	622	125
Wed Jan 26 01:23:56 2022	1643131436	6	616	622	76
Wed Jan 26 01:23:53 2022	1643131433	6	616	622	196
Wed Jan 26 01:23:52 2022	1643131432	23	599	622	90
Wed Jan 26 01:23:50 2022	1643131430	32	590	622	122
Wed Jan 26 01:23:50 2022	1643131430	43	580	622	118
Wed Jan 26 01:23:55 2022	1643131435	17	605	622	63
Wed Jan 26 01:23:58 2022	1643131438	18	605	623	226
Wed Jan 26 01:23:52 2022	1643131432	3	620	623	162
Wed Jan 26 01:23:58 2022	1643131438	15	607	623	213
Wed Jan 26 01:23:55 2022	1643131435	19	604	623	61
Wed Jan 26 01:23:53 2022	1643131433	10	613	623	136
Wed Jan 26 01:23:55 2022	1643131435	19	604	623	84
Wed Jan 26 01:23:54 2022	1643131434	4	619	623	196
Wed Jan 26 01:23:51 2022	1643131431	8	615	623	243
Wed Jan 26 01:23:52 2022	1643131432	9	614	623	113
Wed Jan 26 01:23:50 2022	1643131430	24	599	623	118
Wed Jan 26 01:23:58 2022	1643131438	32	593	624	165
Wed Jan 26 01:23:55 2022	1643131435	5	619	624	66
Wed Jan 26 01:23:56 2022	1643131436	30	594	624	98
Wed Jan 26 01:23:55 2022	1643131435	17	608	624	67
Wed Jan 26 01:23:52 2022	1643131432	19	606	625	199
Wed Jan 26 01:23:59 2022	1643131439	13	612	625	178
Wed Jan 26 01:23:54 2022	1643131434	4	621	625	192
Wed Jan 26 01:23:51 2022	1643131431	27	598	625	213
Wed Jan 26 01:23:55 2022	1643131435	8	618	626	72
Wed Jan 26 01:23:49 2022	1643131429	7	619	626	127
Wed Jan 26 01:23:51 2022	1643131431	4	623	627	117
Wed Jan 26 01:23:50 2022	1643131430	24	603	627	143
Wed Jan 26 01:23:50 2022	1643131430	13	614	627	133
Wed Jan 26 01:23:55 2022	1643131435	5	622	627	88
Wed Jan 26 01:23:59 2022	1643131439	15	612	627	148
Wed Jan 26 01:23:59 2022	1643131439	15	612	627	147
Wed Jan 26 01:23:51 2022	1643131431	5	622	627	220
Wed Jan 26 01:23:58 2022	1643131438	20	608	627	149
Wed Jan 26 01:23:52 2022	1643131432	39	588	627	171
Wed Jan 26 01:23:59 2022	1643131439	10	618	628	185
Wed Jan 26 01:23:59 2022	1643131439	16	612	628	147
Wed Jan 26 01:23:53 2022	1643131433	4	624	628	152
Wed Jan 26 01:23:55 2022	1643131435	26	602	628	55
Wed Jan 26 01:23:50 2022	1643131430	16	613	629	155
Wed Jan 26 01:23:52 2022	1643131432	20	608	629	128
Wed Jan 26 01:23:55 2022	1643131435	5	624	629	69
